age_range,gender,income_range,location,ad_type,ad_topic,ctr,conversion_rate,conv_per_impr,ub
15-25,Other,75k-100k,Rural,Banner,Finance,0.0346,0.14100000000000001,0.0048786,5000
15-25,Other,75k-100k,Rural,Banner,Food,0.052599999999999994,0.26339999999999997,0.013854839999999997,5000
15-25,Other,75k-100k,Rural,Text,Health,0.0742,0.0702,0.00520884,5000
15-25,Other,75k-100k,Suburban,Banner,Fashion,0.0377,0.2446,0.00922142,5000
15-25,Other,75k-100k,Suburban,Native,Finance,0.0361,0.158,0.0057038,5000
15-25,Other,75k-100k,Suburban,Video,Technology,0.0219,0.1601,0.0035061899999999997,5000
15-25,Other,75k-100k,Urban,Banner,Technology,0.05895,0.16870000000000002,0.009944865,5000
15-25,Other,75k-100k,Urban,Text,Fashion,0.0247,0.1774,0.00438178,5000
15-25,Other,75k-100k,Urban,Video,Technology,0.0843,0.1771,0.01492953,5000
25-35,Female,0-25k,Rural,Banner,Fashion,0.0702,0.2123,0.014903459999999999,5000
25-35,Female,0-25k,Rural,Banner,Food,0.0536,0.1742,0.00933712,5000
25-35,Female,0-25k,Rural,Banner,Health,0.0602,0.2004,0.01206408,5000
25-35,Female,0-25k,Rural,Banner,Travel,0.06760000000000001,0.103,0.006962800000000001,5000
25-35,Female,0-25k,Rural,Native,Fashion,0.07405,0.22820000000000001,0.016898210000000004,5000
25-35,Female,0-25k,Rural,Native,Food,0.058399999999999994,0.11349999999999999,0.006628399999999999,5000
25-35,Female,0-25k,Rural,Native,Health,0.03496666666666667,0.22623333333333331,0.007910625555555556,5000
25-35,Female,0-25k,Rural,Native,Technology,0.042300000000000004,0.27013333333333334,0.011426640000000002,5000
25-35,Female,0-25k,Rural,Native,Travel,0.0456,0.15050000000000002,0.006862800000000001,5000
25-35,Female,0-25k,Rural,Text,Fashion,0.04016666666666666,0.1543,0.006197716666666666,5000
25-35,Female,0-25k,Rural,Text,Finance,0.0471,0.233975,0.0110202225,5000
25-35,Female,0-25k,Rural,Text,Food,0.0445,0.1201,0.00534445,5000
25-35,Female,0-25k,Rural,Text,Health,0.0491,0.2216,0.01088056,5000
25-35,Female,0-25k,Rural,Text,Technology,0.0287,0.27635,0.007931245,5000
25-35,Female,0-25k,Rural,Video,Fashion,0.0979,0.2112,0.02067648,5000
25-35,Female,0-25k,Rural,Video,Food,0.0479,0.1133,0.00542707,5000
25-35,Female,0-25k,Rural,Video,Technology,0.0438,0.0881,0.0038587799999999996,5000
25-35,Female,0-25k,Rural,Video,Travel,0.0456,0.122,0.0055632,5000
25-35,Female,0-25k,Suburban,Banner,Fashion,0.0436,0.3481,0.01517716,5000
25-35,Female,0-25k,Suburban,Banner,Finance,0.0379,0.3752,0.01422008,5000
25-35,Female,0-25k,Suburban,Banner,Technology,0.0773,0.0628,0.004854439999999999,5000
25-35,Female,0-25k,Suburban,Banner,Travel,0.06645000000000001,0.06595,0.0043823775,5000
25-35,Female,0-25k,Suburban,Native,Fashion,0.0461,0.10880000000000001,0.005015680000000001,5000
25-35,Female,0-25k,Suburban,Native,Finance,0.054900000000000004,0.25129999999999997,0.013796369999999999,5000
25-35,Female,0-25k,Suburban,Native,Food,0.058050000000000004,0.3623,0.021031515,5000
25-35,Female,0-25k,Suburban,Native,Health,0.04685,0.2758,0.01292123,5000
25-35,Female,0-25k,Suburban,Text,Finance,0.03535,0.1214,0.004291489999999999,5000
25-35,Female,0-25k,Suburban,Text,Food,0.03585,0.3581,0.012837884999999999,5000
25-35,Female,0-25k,Suburban,Text,Technology,0.051375000000000004,0.17965,0.00922951875,5000
25-35,Female,0-25k,Suburban,Video,Fashion,0.05193333333333333,0.1622333333333333,0.008425317777777776,5000
25-35,Female,0-25k,Suburban,Video,Finance,0.051833333333333335,0.3571,0.018509683333333332,5000
25-35,Female,0-25k,Suburban,Video,Food,0.052199999999999996,0.25605,0.013365809999999999,5000
25-35,Female,0-25k,Suburban,Video,Health,0.0687,0.267,0.0183429,5000
25-35,Female,0-25k,Suburban,Video,Technology,0.0429,0.2792,0.011977680000000001,5000
25-35,Female,0-25k,Suburban,Video,Travel,0.0419,0.0628,0.00263132,5000
25-35,Female,0-25k,Urban,Banner,Fashion,0.069,0.1953,0.013475700000000002,5000
25-35,Female,0-25k,Urban,Banner,Finance,0.0729,0.3539,0.025799310000000002,5000
25-35,Female,0-25k,Urban,Banner,Food,0.0776,0.2266,0.01758416,5000
25-35,Female,0-25k,Urban,Banner,Health,0.0573,0.2085,0.011947049999999999,5000
25-35,Female,0-25k,Urban,Banner,Technology,0.0463,0.2804,0.012982519999999999,5000
25-35,Female,0-25k,Urban,Native,Food,0.0589,0.21199999999999997,0.012486799999999998,5000
25-35,Female,0-25k,Urban,Native,Health,0.0619,0.0869,0.00537911,5000
25-35,Female,0-25k,Urban,Native,Technology,0.0485,0.0803,0.00389455,5000
25-35,Female,0-25k,Urban,Native,Travel,0.0726,0.0741,0.00537966,5000
25-35,Female,0-25k,Urban,Text,Fashion,0.05466666666666667,0.14676666666666668,0.008023244444444445,5000
25-35,Female,0-25k,Urban,Text,Food,0.0357,0.0354,0.0012637800000000002,5000
25-35,Female,0-25k,Urban,Text,Technology,0.0576,0.0289,0.0016646399999999998,5000
25-35,Female,0-25k,Urban,Text,Travel,0.04855,0.11785,0.0057216175,5000
25-35,Female,0-25k,Urban,Video,Fashion,0.04623333333333333,0.17656666666666668,0.008163265555555556,5000
25-35,Female,0-25k,Urban,Video,Food,0.0472,0.1583,0.00747176,5000
25-35,Female,0-25k,Urban,Video,Health,0.0342,0.04893333333333333,0.00167352,5000
25-35,Female,0-25k,Urban,Video,Technology,0.0784,0.1082,0.00848288,5000
25-35,Female,0-25k,Urban,Video,Travel,0.06889999999999999,0.14665,0.010104184999999998,5000
25-35,Female,25k-50k,Rural,Banner,Fashion,0.051185714285714286,0.2768428571428571,0.0141703993877551,5000
25-35,Female,25k-50k,Rural,Banner,Finance,0.053271428571428574,0.10824285714285715,0.005766251632653062,5000
25-35,Female,25k-50k,Rural,Banner,Food,0.04965,0.20758333333333334,0.0103065125,5000
25-35,Female,25k-50k,Rural,Banner,Health,0.0610125,0.1640625,0.01000986328125,5000
25-35,Female,25k-50k,Rural,Banner,Technology,0.03832,0.23133999999999996,0.008864948799999998,5000
25-35,Female,25k-50k,Rural,Banner,Travel,0.05231428571428571,0.20120000000000002,0.010525634285714286,5000
25-35,Female,25k-50k,Rural,Native,Fashion,0.05908571428571428,0.19584285714285715,0.011571515102040816,5000
25-35,Female,25k-50k,Rural,Native,Finance,0.05394,0.195,0.010518300000000001,5000
25-35,Female,25k-50k,Rural,Native,Food,0.03604,0.11698,0.0042159592,5000
25-35,Female,25k-50k,Rural,Native,Health,0.05353333333333333,0.2681,0.014352286666666665,5000
25-35,Female,25k-50k,Rural,Native,Technology,0.0428,0.2543,0.010884040000000001,5000
25-35,Female,25k-50k,Rural,Native,Travel,0.05225,0.2332,0.0121847,5000
25-35,Female,25k-50k,Rural,Text,Fashion,0.06398000000000001,0.10554,0.006752449200000001,5000
25-35,Female,25k-50k,Rural,Text,Finance,0.06316666666666666,0.2912,0.018394133333333333,5000
25-35,Female,25k-50k,Rural,Text,Food,0.0506375,0.2432375,0.01231693890625,5000
25-35,Female,25k-50k,Rural,Text,Health,0.05043333333333333,0.13473333333333334,0.0067950511111111115,5000
25-35,Female,25k-50k,Rural,Text,Technology,0.05682857142857143,0.17895714285714284,0.010169878775510203,5000
25-35,Female,25k-50k,Rural,Text,Travel,0.049383333333333335,0.21293333333333334,0.010515357777777777,5000
25-35,Female,25k-50k,Rural,Video,Fashion,0.05963333333333334,0.24966666666666668,0.014888455555555557,5000
25-35,Female,25k-50k,Rural,Video,Finance,0.0717,0.22510000000000002,0.016139670000000002,5000
25-35,Female,25k-50k,Rural,Video,Food,0.06006666666666668,0.2131333333333333,0.01280220888888889,5000
25-35,Female,25k-50k,Rural,Video,Health,0.06264,0.13374,0.0083774736,5000
25-35,Female,25k-50k,Rural,Video,Technology,0.05765,0.15095,0.0087022675,5000
25-35,Female,25k-50k,Rural,Video,Travel,0.050675,0.1748,0.00885799,5000
25-35,Female,25k-50k,Suburban,Banner,Fashion,0.0494,0.10105714285714286,0.004992222857142857,5000
25-35,Female,25k-50k,Suburban,Banner,Finance,0.04793636363636364,0.21303636363636363,0.010212188595041322,5000
25-35,Female,25k-50k,Suburban,Banner,Food,0.053766666666666664,0.1396,0.0075058266666666665,5000
25-35,Female,25k-50k,Suburban,Banner,Health,0.041620000000000004,0.24044,0.0100071128,5000
25-35,Female,25k-50k,Suburban,Banner,Technology,0.044800000000000006,0.3228666666666667,0.01446442666666667,5000
25-35,Female,25k-50k,Suburban,Banner,Travel,0.05028571428571428,0.18948571428571429,0.009528424489795918,5000
25-35,Female,25k-50k,Suburban,Native,Fashion,0.0239,0.293125,0.007005687500000001,5000
25-35,Female,25k-50k,Suburban,Native,Finance,0.05986666666666667,0.14256666666666665,0.00853499111111111,5000
25-35,Female,25k-50k,Suburban,Native,Food,0.05299999999999999,0.16098333333333334,0.008532116666666666,5000
25-35,Female,25k-50k,Suburban,Native,Health,0.054728571428571425,0.16345714285714288,0.008945775918367347,5000
25-35,Female,25k-50k,Suburban,Native,Technology,0.04915714285714285,0.10411428571428571,0.00511796081632653,5000
25-35,Female,25k-50k,Suburban,Native,Travel,0.067725,0.143225,0.009699913125,5000
25-35,Female,25k-50k,Suburban,Text,Fashion,0.04701666666666667,0.2003,0.009417438333333335,5000
25-35,Female,25k-50k,Suburban,Text,Finance,0.04815,0.274075,0.01319671125,5000
25-35,Female,25k-50k,Suburban,Text,Food,0.068525,0.26034999999999997,0.01784048375,5000
25-35,Female,25k-50k,Suburban,Text,Health,0.046587500000000004,0.23125,0.010773359375000001,5000
25-35,Female,25k-50k,Suburban,Text,Technology,0.0592375,0.25035,0.014830108125,5000
25-35,Female,25k-50k,Suburban,Text,Travel,0.04597777777777778,0.1900222222222222,0.008736799506172838,5000
25-35,Female,25k-50k,Suburban,Video,Fashion,0.053,0.22929999999999998,0.012152899999999998,5000
25-35,Female,25k-50k,Suburban,Video,Finance,0.0187,0.0271,0.00050677,5000
25-35,Female,25k-50k,Suburban,Video,Food,0.0577,0.3119,0.01799663,5000
25-35,Female,25k-50k,Suburban,Video,Health,0.057640000000000004,0.14938,0.008610263200000001,5000
25-35,Female,25k-50k,Suburban,Video,Technology,0.06467142857142857,0.19055714285714287,0.012323602653061226,5000
25-35,Female,25k-50k,Suburban,Video,Travel,0.03415,0.1718,0.00586697,5000
25-35,Female,25k-50k,Urban,Banner,Fashion,0.0465,0.0156,0.0007254,5000
25-35,Female,25k-50k,Urban,Banner,Finance,0.038680000000000006,0.19454,0.007524807200000001,5000
25-35,Female,25k-50k,Urban,Banner,Food,0.0433,0.29135,0.012615455,5000
25-35,Female,25k-50k,Urban,Banner,Health,0.0328,0.3785,0.012414800000000002,5000
25-35,Female,25k-50k,Urban,Banner,Technology,0.051057142857142856,0.23274285714285714,0.01188318530612245,5000
25-35,Female,25k-50k,Urban,Banner,Travel,0.0588375,0.24165,0.014218081875,5000
25-35,Female,25k-50k,Urban,Native,Fashion,0.05775555555555556,0.23548888888888891,0.013600791604938274,5000
25-35,Female,25k-50k,Urban,Native,Finance,0.0564,0.16825,0.0094893,5000
25-35,Female,25k-50k,Urban,Native,Food,0.035824999999999996,0.2922,0.010468064999999999,5000
25-35,Female,25k-50k,Urban,Native,Health,0.0456,0.10278000000000001,0.004686768000000001,5000
25-35,Female,25k-50k,Urban,Native,Technology,0.04651666666666667,0.26748333333333335,0.012442433055555558,5000
25-35,Female,25k-50k,Urban,Native,Travel,0.05173333333333333,0.14626666666666666,0.007566862222222221,5000
25-35,Female,25k-50k,Urban,Text,Fashion,0.0562,0.2030375,0.0114107075,5000
25-35,Female,25k-50k,Urban,Text,Finance,0.0541,0.2058333333333333,0.011135583333333332,5000
25-35,Female,25k-50k,Urban,Text,Food,0.038639999999999994,0.11424000000000001,0.004414233599999999,5000
25-35,Female,25k-50k,Urban,Text,Health,0.040614285714285714,0.1908,0.007749205714285714,5000
25-35,Female,25k-50k,Urban,Text,Technology,0.030950000000000002,0.281525,0.008713198750000001,5000
25-35,Female,25k-50k,Urban,Text,Travel,0.0496,0.20652857142857142,0.010243817142857142,5000
25-35,Female,25k-50k,Urban,Video,Fashion,0.06838,0.2824,0.019310512,5000
25-35,Female,25k-50k,Urban,Video,Finance,0.0491625,0.17175,0.008443659375,5000
25-35,Female,25k-50k,Urban,Video,Food,0.03688333333333333,0.15816666666666665,0.005833713888888888,5000
25-35,Female,25k-50k,Urban,Video,Health,0.062200000000000005,0.119075,0.007406465000000001,5000
25-35,Female,25k-50k,Urban,Video,Technology,0.066,0.1963,0.0129558,5000
25-35,Female,25k-50k,Urban,Video,Travel,0.042800000000000005,0.221,0.009458800000000002,5000
25-35,Female,50k-75k,Rural,Banner,Fashion,0.037825,0.2404,0.00909313,5000
25-35,Female,50k-75k,Rural,Banner,Finance,0.06341666666666666,0.22488333333333332,0.014261351388888887,5000
25-35,Female,50k-75k,Rural,Banner,Food,0.0482,0.2376,0.01145232,5000
25-35,Female,50k-75k,Rural,Banner,Health,0.06453333333333333,0.0901,0.005814453333333333,5000
25-35,Female,50k-75k,Rural,Banner,Technology,0.0546875,0.1612875,0.00882041015625,5000
25-35,Female,50k-75k,Rural,Banner,Travel,0.04062,0.14031,0.0056993922,5000
25-35,Female,50k-75k,Rural,Native,Fashion,0.02685,0.2027,0.0054424949999999995,5000
25-35,Female,50k-75k,Rural,Native,Finance,0.0567,0.158925,0.009011047500000001,5000
25-35,Female,50k-75k,Rural,Native,Food,0.04731666666666667,0.19683333333333333,0.009313497222222222,5000
25-35,Female,50k-75k,Rural,Native,Health,0.05682,0.13886,0.007890025200000001,5000
25-35,Female,50k-75k,Rural,Native,Technology,0.0441,0.22321666666666665,0.009843854999999999,5000
25-35,Female,50k-75k,Rural,Native,Travel,0.05936,0.2252,0.013367872000000001,5000
25-35,Female,50k-75k,Rural,Text,Fashion,0.04126666666666667,0.16588333333333333,0.006845452222222222,5000
25-35,Female,50k-75k,Rural,Text,Finance,0.05195,0.199075,0.010341946250000001,5000
25-35,Female,50k-75k,Rural,Text,Food,0.04505,0.26966666666666667,0.012148483333333333,5000
25-35,Female,50k-75k,Rural,Text,Health,0.05714,0.21989999999999998,0.012565086,5000
25-35,Female,50k-75k,Rural,Text,Technology,0.04765,0.21516249999999998,0.010252493124999998,5000
25-35,Female,50k-75k,Rural,Text,Travel,0.05926666666666667,0.21863333333333335,0.01295766888888889,5000
25-35,Female,50k-75k,Rural,Video,Fashion,0.04466666666666667,0.24865555555555552,0.011106614814814814,5000
25-35,Female,50k-75k,Rural,Video,Finance,0.027033333333333336,0.17661666666666664,0.004774537222222222,5000
25-35,Female,50k-75k,Rural,Video,Food,0.05580909090909091,0.1979909090909091,0.0110496926446281,5000
25-35,Female,50k-75k,Rural,Video,Health,0.04016,0.23228,0.009328364799999999,5000
25-35,Female,50k-75k,Rural,Video,Technology,0.048425,0.174875,0.008468321875,5000
25-35,Female,50k-75k,Rural,Video,Travel,0.0685,0.1899833333333333,0.013013858333333333,5000
25-35,Female,50k-75k,Suburban,Banner,Fashion,0.0363,0.19066666666666668,0.006921200000000001,5000
25-35,Female,50k-75k,Suburban,Banner,Finance,0.044000000000000004,0.20643333333333333,0.009083066666666667,5000
25-35,Female,50k-75k,Suburban,Banner,Food,0.04327142857142857,0.2346857142857143,0.01015518612244898,5000
25-35,Female,50k-75k,Suburban,Banner,Health,0.046150000000000004,0.151825,0.00700672375,5000
25-35,Female,50k-75k,Suburban,Banner,Technology,0.0566,0.19644285714285714,0.011118665714285714,5000
25-35,Female,50k-75k,Suburban,Banner,Travel,0.06153333333333333,0.19269999999999998,0.011857473333333332,5000
25-35,Female,50k-75k,Suburban,Native,Fashion,0.061860000000000005,0.28656,0.0177266016,5000
25-35,Female,50k-75k,Suburban,Native,Finance,0.04292,0.21352,0.0091642784,5000
25-35,Female,50k-75k,Suburban,Native,Food,0.0536,0.10185999999999999,0.005459696,5000
25-35,Female,50k-75k,Suburban,Native,Health,0.058940000000000006,0.18227,0.0107429938,5000
25-35,Female,50k-75k,Suburban,Native,Technology,0.047749999999999994,0.15258333333333332,0.007285854166666665,5000
25-35,Female,50k-75k,Suburban,Native,Travel,0.05718888888888889,0.22213333333333332,0.012703558518518518,5000
25-35,Female,50k-75k,Suburban,Text,Fashion,0.04504999999999999,0.14497500000000002,0.00653112375,5000
25-35,Female,50k-75k,Suburban,Text,Finance,0.062150000000000004,0.18325,0.011388987500000001,5000
25-35,Female,50k-75k,Suburban,Text,Food,0.028466666666666668,0.28026666666666666,0.007978257777777779,5000
25-35,Female,50k-75k,Suburban,Text,Health,0.05832,0.25254000000000004,0.014728132800000002,5000
25-35,Female,50k-75k,Suburban,Text,Technology,0.0477,0.2228,0.01062756,5000
25-35,Female,50k-75k,Suburban,Text,Travel,0.0575125,0.17983749999999998,0.010342904218749999,5000
25-35,Female,50k-75k,Suburban,Video,Fashion,0.042949999999999995,0.2729333333333333,0.011722486666666664,5000
25-35,Female,50k-75k,Suburban,Video,Finance,0.051525,0.23249999999999998,0.011979562499999999,5000
25-35,Female,50k-75k,Suburban,Video,Food,0.050128571428571425,0.26262857142857143,0.013165195102040816,5000
25-35,Female,50k-75k,Suburban,Video,Health,0.02125,0.3787,0.008047375,5000
25-35,Female,50k-75k,Suburban,Video,Technology,0.03518333333333334,0.18611666666666668,0.006548204722222223,5000
25-35,Female,50k-75k,Suburban,Video,Travel,0.04823333333333333,0.20333333333333334,0.009807444444444443,5000
25-35,Female,50k-75k,Urban,Banner,Fashion,0.04926,0.19707000000000002,0.0097076682,5000
25-35,Female,50k-75k,Urban,Banner,Finance,0.05448333333333333,0.16261666666666666,0.008859898055555555,5000
25-35,Female,50k-75k,Urban,Banner,Food,0.0419,0.23526000000000002,0.009857394,5000
25-35,Female,50k-75k,Urban,Banner,Health,0.03707777777777778,0.23935555555555554,0.008874772098765431,5000
25-35,Female,50k-75k,Urban,Banner,Technology,0.04181666666666667,0.23151666666666668,0.009681255277777778,5000
25-35,Female,50k-75k,Urban,Banner,Travel,0.052500000000000005,0.22612000000000002,0.011871300000000001,5000
25-35,Female,50k-75k,Urban,Native,Fashion,0.04762857142857142,0.2309142857142857,0.010998117551020406,5000
25-35,Female,50k-75k,Urban,Native,Finance,0.048799999999999996,0.2901,0.01415688,5000
25-35,Female,50k-75k,Urban,Native,Food,0.05764285714285715,0.1564,0.00901534285714286,5000
25-35,Female,50k-75k,Urban,Native,Health,0.04638,0.156,0.007235279999999999,5000
25-35,Female,50k-75k,Urban,Native,Technology,0.04877142857142857,0.2455,0.011973385714285713,5000
25-35,Female,50k-75k,Urban,Native,Travel,0.035199999999999995,0.117775,0.00414568,5000
25-35,Female,50k-75k,Urban,Text,Fashion,0.03295,0.18830000000000002,0.006204485000000001,5000
25-35,Female,50k-75k,Urban,Text,Finance,0.050033333333333325,0.18726666666666666,0.009369575555555554,5000
25-35,Female,50k-75k,Urban,Text,Food,0.0529,0.3501,0.018520290000000002,5000
25-35,Female,50k-75k,Urban,Text,Health,0.03913333333333333,0.22696666666666668,0.008881962222222222,5000
25-35,Female,50k-75k,Urban,Text,Technology,0.06432,0.18636,0.0119866752,5000
25-35,Female,50k-75k,Urban,Text,Travel,0.040183333333333335,0.21566666666666667,0.008666205555555556,5000
25-35,Female,50k-75k,Urban,Video,Fashion,0.05205,0.27215,0.0141654075,5000
25-35,Female,50k-75k,Urban,Video,Finance,0.05030833333333334,0.17361666666666667,0.008734365138888889,5000
25-35,Female,50k-75k,Urban,Video,Food,0.0403,0.27808,0.011206624,5000
25-35,Female,50k-75k,Urban,Video,Health,0.05481428571428571,0.21147142857142856,0.011591655306122448,5000
25-35,Female,50k-75k,Urban,Video,Technology,0.03783333333333333,0.17046666666666668,0.006449322222222222,5000
25-35,Female,50k-75k,Urban,Video,Travel,0.04326666666666667,0.13446666666666665,0.005817924444444444,5000
25-35,Female,75k-100k,Rural,Banner,Finance,0.0448,0.1609,0.007208319999999999,5000
25-35,Female,75k-100k,Rural,Banner,Food,0.052925,0.18133749999999998,0.0095972871875,5000
25-35,Female,75k-100k,Rural,Banner,Health,0.07115,0.1354,0.00963371,5000
25-35,Female,75k-100k,Rural,Banner,Travel,0.0536,0.1972,0.01056992,5000
25-35,Female,75k-100k,Rural,Native,Fashion,0.0954,0.0189,0.00180306,5000
25-35,Female,75k-100k,Rural,Native,Food,0.0829,0.19485,0.016153065,5000
25-35,Female,75k-100k,Rural,Native,Technology,0.0382,0.1887,0.00720834,5000
25-35,Female,75k-100k,Rural,Native,Travel,0.0469,0.27849999999999997,0.013061649999999998,5000
25-35,Female,75k-100k,Rural,Text,Fashion,0.05656666666666666,0.2165,0.012246683333333333,5000
25-35,Female,75k-100k,Rural,Text,Finance,0.0525,0.328,0.01722,5000
25-35,Female,75k-100k,Rural,Text,Health,0.0335,0.3047,0.010207450000000002,5000
25-35,Female,75k-100k,Rural,Text,Technology,0.0671,0.1491,0.010004610000000002,5000
25-35,Female,75k-100k,Rural,Text,Travel,0.0586,0.1672,0.00979792,5000
25-35,Female,75k-100k,Rural,Video,Fashion,0.0321,0.1412,0.004532519999999999,5000
25-35,Female,75k-100k,Rural,Video,Finance,0.0167,0.127,0.0021208999999999998,5000
25-35,Female,75k-100k,Rural,Video,Food,0.0709,0.3224,0.022858160000000002,5000
25-35,Female,75k-100k,Rural,Video,Health,0.0841,0.0905,0.007611049999999999,5000
25-35,Female,75k-100k,Rural,Video,Technology,0.0684,0.1644,0.01124496,5000
25-35,Female,75k-100k,Rural,Video,Travel,0.02835,0.21935,0.0062185725,5000
25-35,Female,75k-100k,Suburban,Banner,Fashion,0.041675,0.21857500000000002,0.009109113125,5000
25-35,Female,75k-100k,Suburban,Banner,Finance,0.057925,0.18380000000000002,0.010646615,5000
25-35,Female,75k-100k,Suburban,Banner,Food,0.0451,0.1704,0.00768504,5000
25-35,Female,75k-100k,Suburban,Banner,Health,0.048299999999999996,0.23454999999999998,0.011328764999999998,5000
25-35,Female,75k-100k,Suburban,Banner,Travel,0.036033333333333334,0.23943333333333336,0.008627581111111112,5000
25-35,Female,75k-100k,Suburban,Native,Finance,0.06263333333333333,0.1896,0.011875279999999998,5000
25-35,Female,75k-100k,Suburban,Native,Food,0.037200000000000004,0.26994999999999997,0.01004214,5000
25-35,Female,75k-100k,Suburban,Native,Health,0.0468,0.19705,0.00922194,5000
25-35,Female,75k-100k,Suburban,Native,Technology,0.0221,0.1877,0.0041481700000000005,5000
25-35,Female,75k-100k,Suburban,Native,Travel,0.05513333333333333,0.19335,0.01066003,5000
25-35,Female,75k-100k,Suburban,Text,Fashion,0.0605,0.27695,0.016755475,5000
25-35,Female,75k-100k,Suburban,Text,Finance,0.0444,0.3053,0.013555320000000001,5000
25-35,Female,75k-100k,Suburban,Text,Food,0.0284,0.1682,0.00477688,5000
25-35,Female,75k-100k,Suburban,Text,Health,0.07166666666666667,0.28509999999999996,0.020432166666666664,5000
25-35,Female,75k-100k,Suburban,Video,Fashion,0.0458,0.26325,0.01205685,5000
25-35,Female,75k-100k,Suburban,Video,Finance,0.07666666666666666,0.3325,0.025491666666666666,5000
25-35,Female,75k-100k,Suburban,Video,Health,0.0424,0.18663333333333335,0.007913253333333333,5000
25-35,Female,75k-100k,Suburban,Video,Technology,0.0383,0.099,0.0037917000000000003,5000
25-35,Female,75k-100k,Suburban,Video,Travel,0.03915,0.20885,0.0081764775,5000
25-35,Female,75k-100k,Urban,Banner,Fashion,0.05695,0.21295,0.0121275025,5000
25-35,Female,75k-100k,Urban,Banner,Finance,0.030100000000000002,0.17175,0.005169675,5000
25-35,Female,75k-100k,Urban,Banner,Food,0.04525,0.2802,0.012679049999999999,5000
25-35,Female,75k-100k,Urban,Banner,Health,0.0461,0.1205,0.00555505,5000
25-35,Female,75k-100k,Urban,Banner,Technology,0.0504,0.06555,0.00330372,5000
25-35,Female,75k-100k,Urban,Banner,Travel,0.07325,0.31375,0.022982187499999997,5000
25-35,Female,75k-100k,Urban,Native,Fashion,0.0783,0.1955,0.015307649999999999,5000
25-35,Female,75k-100k,Urban,Native,Finance,0.0362,0.194,0.007022800000000001,5000
25-35,Female,75k-100k,Urban,Native,Health,0.0511,0.3843,0.01963773,5000
25-35,Female,75k-100k,Urban,Native,Technology,0.05353333333333333,0.2728333333333333,0.014605677777777775,5000
25-35,Female,75k-100k,Urban,Native,Travel,0.05435,0.13505,0.007339967500000001,5000
25-35,Female,75k-100k,Urban,Text,Finance,0.0388,0.0659,0.0025569200000000003,5000
25-35,Female,75k-100k,Urban,Text,Health,0.0588,0.2133,0.012542039999999999,5000
25-35,Female,75k-100k,Urban,Text,Technology,0.057249999999999995,0.2566,0.014690349999999998,5000
25-35,Female,75k-100k,Urban,Text,Travel,0.07919999999999999,0.15015,0.011891879999999999,5000
25-35,Female,75k-100k,Urban,Video,Fashion,0.0675,0.39590000000000003,0.026723250000000004,5000
25-35,Female,75k-100k,Urban,Video,Finance,0.060525,0.0895,0.0054169875,5000
25-35,Female,75k-100k,Urban,Video,Food,0.0559,0.1598,0.00893282,5000
25-35,Female,75k-100k,Urban,Video,Health,0.0538,0.16544999999999999,0.00890121,5000
25-35,Female,75k-100k,Urban,Video,Travel,0.0587,0.421,0.0247127,5000
25-35,Female,100k+,Rural,Native,Food,0.0414,0.4568,0.018911519999999998,5000
25-35,Female,100k+,Rural,Video,Travel,0.05015,0.15810000000000002,0.007928715000000001,5000
25-35,Female,100k+,Suburban,Text,Fashion,0.0404,0.0943,0.0038097199999999995,5000
25-35,Male,0-25k,Rural,Banner,Fashion,0.07075000000000001,0.1352,0.0095654,5000
25-35,Male,0-25k,Rural,Banner,Finance,0.0498,0.0171,0.00085158,5000
25-35,Male,0-25k,Rural,Banner,Food,0.06575,0.08805,0.0057892875,5000
25-35,Male,0-25k,Rural,Banner,Health,0.06555,0.29085,0.0190652175,5000
25-35,Male,0-25k,Rural,Banner,Technology,0.0843,0.229,0.0193047,5000
25-35,Male,0-25k,Rural,Banner,Travel,0.0291,0.276,0.008031600000000002,5000
25-35,Male,0-25k,Rural,Native,Fashion,0.0484,0.2278,0.01102552,5000
25-35,Male,0-25k,Rural,Native,Finance,0.051133333333333336,0.1646,0.008416546666666667,5000
25-35,Male,0-25k,Rural,Native,Food,0.051833333333333335,0.14246666666666666,0.007384522222222222,5000
25-35,Male,0-25k,Rural,Native,Health,0.055600000000000004,0.1163,0.0064662800000000005,5000
25-35,Male,0-25k,Rural,Text,Fashion,0.035166666666666666,0.1024,0.0036010666666666667,5000
25-35,Male,0-25k,Rural,Text,Health,0.05235,0.3168,0.016584480000000002,5000
25-35,Male,0-25k,Rural,Text,Technology,0.040266666666666666,0.3407,0.013718853333333333,5000
25-35,Male,0-25k,Rural,Text,Travel,0.0595,0.19390000000000002,0.01153705,5000
25-35,Male,0-25k,Rural,Video,Finance,0.0616,0.2096,0.01291136,5000
25-35,Male,0-25k,Rural,Video,Food,0.057916666666666665,0.22440000000000002,0.012996500000000001,5000
25-35,Male,0-25k,Rural,Video,Health,0.05053333333333334,0.14406666666666668,0.0072801688888888905,5000
25-35,Male,0-25k,Rural,Video,Technology,0.0409,0.127,0.0051943,5000
25-35,Male,0-25k,Suburban,Banner,Finance,0.08675,0.0814,0.0070614499999999995,5000
25-35,Male,0-25k,Suburban,Banner,Health,0.05023333333333333,0.19886666666666666,0.009989735555555554,5000
25-35,Male,0-25k,Suburban,Banner,Travel,0.055625,0.24912499999999999,0.013857578124999999,5000
25-35,Male,0-25k,Suburban,Native,Fashion,0.034666666666666665,0.2902666666666667,0.010062577777777778,5000
