age_range,gender,income_range,location,ad_type,ad_topic,ctr,conversion_rate,conv_per_impr,ub,allocated_impressions,expected_conversions
15-25,Other,50k-75k,Urban,Video,Fashion,0.039,0.0809,0.0031551,5000,0,0.0
15-25,Other,50k-75k,Urban,Video,Finance,0.0521,0.1725,0.0089872499999999,5000,0,0.0
15-25,Other,50k-75k,Urban,Video,Food,0.0408333333333333,0.1296,0.005292,5000,0,0.0
15-25,Other,50k-75k,Urban,Video,Health,0.0428999999999999,0.2256,0.00967824,5000,0,0.0
15-25,Other,50k-75k,Urban,Video,Technology,0.0451,0.2087,0.00941237,5000,0,0.0
15-25,Other,75k-100k,Rural,Banner,Finance,0.0346,0.141,0.0048786,5000,0,0.0
15-25,Other,75k-100k,Rural,Banner,Food,0.0525999999999999,0.2633999999999999,0.0138548399999999,5000,0,0.0
15-25,Other,75k-100k,Rural,Text,Health,0.0742,0.0702,0.00520884,5000,0,0.0
15-25,Other,75k-100k,Suburban,Banner,Fashion,0.0377,0.2446,0.00922142,5000,0,0.0
15-25,Other,75k-100k,Suburban,Native,Finance,0.0361,0.158,0.0057038,5000,0,0.0
15-25,Other,75k-100k,Suburban,Video,Technology,0.0219,0.1601,0.0035061899999999,5000,0,0.0
15-25,Other,75k-100k,Urban,Banner,Technology,0.05895,0.1687,0.009944865,5000,0,0.0
15-25,Other,75k-100k,Urban,Text,Fashion,0.0247,0.1774,0.00438178,5000,0,0.0
15-25,Other,75k-100k,Urban,Video,Technology,0.0843,0.1771,0.01492953,5000,0,0.0
25-35,Female,0-25k,Rural,Banner,Fashion,0.0702,0.2123,0.0149034599999999,5000,0,0.0
25-35,Female,0-25k,Rural,Banner,Food,0.0536,0.1742,0.00933712,5000,0,0.0
25-35,Female,0-25k,Rural,Banner,Health,0.0602,0.2004,0.01206408,5000,0,0.0
25-35,Female,0-25k,Rural,Banner,Travel,0.0676,0.103,0.0069628,5000,0,0.0
25-35,Female,0-25k,Rural,Native,Fashion,0.07405,0.2282,0.01689821,5000,0,0.0
25-35,Female,0-25k,Rural,Native,Food,0.0583999999999999,0.1134999999999999,0.0066283999999999,5000,0,0.0
25-35,Female,0-25k,Rural,Native,Health,0.0349666666666666,0.2262333333333333,0.0079106255555555,5000,0,0.0
25-35,Female,0-25k,Rural,Native,Technology,0.0423,0.2701333333333333,0.01142664,5000,0,0.0
25-35,Female,0-25k,Rural,Native,Travel,0.0456,0.1505,0.0068628,5000,0,0.0
25-35,Female,0-25k,Rural,Text,Fashion,0.0401666666666666,0.1543,0.0061977166666666,5000,0,0.0
25-35,Female,0-25k,Rural,Text,Finance,0.0471,0.233975,0.0110202225,5000,0,0.0
25-35,Female,0-25k,Rural,Text,Food,0.0445,0.1201,0.00534445,5000,0,0.0
25-35,Female,0-25k,Rural,Text,Health,0.0491,0.2216,0.01088056,5000,0,0.0
25-35,Female,0-25k,Rural,Text,Technology,0.0287,0.27635,0.007931245,5000,0,0.0
25-35,Female,0-25k,Rural,Video,Fashion,0.0979,0.2112,0.02067648,5000,5000,103.3824
25-35,Female,0-25k,Rural,Video,Food,0.0479,0.1133,0.00542707,5000,0,0.0
25-35,Female,0-25k,Rural,Video,Technology,0.0438,0.0881,0.0038587799999999,5000,0,0.0
25-35,Female,0-25k,Rural,Video,Travel,0.0456,0.122,0.0055632,5000,0,0.0
25-35,Female,0-25k,Suburban,Banner,Fashion,0.0436,0.3481,0.01517716,5000,0,0.0
25-35,Female,0-25k,Suburban,Banner,Finance,0.0379,0.3752,0.01422008,5000,0,0.0
25-35,Female,0-25k,Suburban,Banner,Technology,0.0773,0.0628,0.0048544399999999,5000,0,0.0
25-35,Female,0-25k,Suburban,Banner,Travel,0.06645,0.06595,0.0043823775,5000,0,0.0
25-35,Female,0-25k,Suburban,Native,Fashion,0.0461,0.1088,0.00501568,5000,0,0.0
25-35,Female,0-25k,Suburban,Native,Finance,0.0549,0.2512999999999999,0.0137963699999999,5000,0,0.0
25-35,Female,0-25k,Suburban,Native,Food,0.05805,0.3623,0.021031515,5000,5000,105.15757500000001
25-35,Female,0-25k,Suburban,Native,Health,0.04685,0.2758,0.01292123,5000,0,0.0
25-35,Female,0-25k,Suburban,Text,Finance,0.03535,0.1214,0.0042914899999999,5000,0,0.0
25-35,Female,0-25k,Suburban,Text,Food,0.03585,0.3581,0.0128378849999999,5000,0,0.0
25-35,Female,0-25k,Suburban,Text,Technology,0.051375,0.17965,0.00922951875,5000,0,0.0
25-35,Female,0-25k,Suburban,Video,Fashion,0.0519333333333333,0.1622333333333333,0.0084253177777777,5000,0,0.0
25-35,Female,0-25k,Suburban,Video,Finance,0.0518333333333333,0.3571,0.0185096833333333,5000,5000,92.5484166666665
25-35,Female,0-25k,Suburban,Video,Food,0.0521999999999999,0.25605,0.0133658099999999,5000,0,0.0
25-35,Female,0-25k,Suburban,Video,Health,0.0687,0.267,0.0183429,5000,5000,91.7145
25-35,Female,0-25k,Suburban,Video,Technology,0.0429,0.2792,0.01197768,5000,0,0.0
25-35,Female,0-25k,Suburban,Video,Travel,0.0419,0.0628,0.00263132,5000,0,0.0
25-35,Female,0-25k,Urban,Banner,Fashion,0.069,0.1953,0.0134757,5000,0,0.0
25-35,Female,0-25k,Urban,Banner,Finance,0.0729,0.3539,0.02579931,5000,5000,128.99654999999998
25-35,Female,0-25k,Urban,Banner,Food,0.0776,0.2266,0.01758416,5000,0,0.0
25-35,Female,0-25k,Urban,Banner,Health,0.0573,0.2085,0.0119470499999999,5000,0,0.0
25-35,Female,0-25k,Urban,Banner,Technology,0.0463,0.2804,0.0129825199999999,5000,0,0.0
25-35,Female,0-25k,Urban,Native,Food,0.0589,0.2119999999999999,0.0124867999999999,5000,0,0.0
25-35,Female,0-25k,Urban,Native,Health,0.0619,0.0869,0.00537911,5000,0,0.0
25-35,Female,0-25k,Urban,Native,Technology,0.0485,0.0803,0.00389455,5000,0,0.0
25-35,Female,0-25k,Urban,Native,Travel,0.0726,0.0741,0.00537966,5000,0,0.0
25-35,Female,0-25k,Urban,Text,Fashion,0.0546666666666666,0.1467666666666666,0.0080232444444444,5000,0,0.0
25-35,Female,0-25k,Urban,Text,Food,0.0357,0.0354,0.00126378,5000,0,0.0
25-35,Female,0-25k,Urban,Text,Technology,0.0576,0.0289,0.0016646399999999,5000,0,0.0
25-35,Female,0-25k,Urban,Text,Travel,0.04855,0.11785,0.0057216175,5000,0,0.0
25-35,Female,0-25k,Urban,Video,Fashion,0.0462333333333333,0.1765666666666666,0.0081632655555555,5000,0,0.0
25-35,Female,0-25k,Urban,Video,Food,0.0472,0.1583,0.00747176,5000,0,0.0
25-35,Female,0-25k,Urban,Video,Health,0.0342,0.0489333333333333,0.00167352,5000,0,0.0
25-35,Female,0-25k,Urban,Video,Technology,0.0784,0.1082,0.00848288,5000,0,0.0
25-35,Female,0-25k,Urban,Video,Travel,0.0688999999999999,0.14665,0.0101041849999999,5000,0,0.0
25-35,Female,25k-50k,Rural,Banner,Fashion,0.0511857142857142,0.2768428571428571,0.0141703993877551,5000,0,0.0
25-35,Female,25k-50k,Rural,Banner,Finance,0.0532714285714285,0.1082428571428571,0.005766251632653,5000,0,0.0
25-35,Female,25k-50k,Rural,Banner,Food,0.04965,0.2075833333333333,0.0103065125,5000,0,0.0
25-35,Female,25k-50k,Rural,Banner,Health,0.0610125,0.1640625,0.01000986328125,5000,0,0.0
25-35,Female,25k-50k,Rural,Banner,Technology,0.03832,0.2313399999999999,0.0088649487999999,5000,0,0.0
25-35,Female,25k-50k,Rural,Banner,Travel,0.0523142857142857,0.2012,0.0105256342857142,5000,0,0.0
25-35,Female,25k-50k,Rural,Native,Fashion,0.0590857142857142,0.1958428571428571,0.0115715151020408,5000,0,0.0
25-35,Female,25k-50k,Rural,Native,Finance,0.05394,0.195,0.0105183,5000,0,0.0
25-35,Female,25k-50k,Rural,Native,Food,0.03604,0.11698,0.0042159592,5000,0,0.0
25-35,Female,25k-50k,Rural,Native,Health,0.0535333333333333,0.2681,0.0143522866666666,5000,0,0.0
25-35,Female,25k-50k,Rural,Native,Technology,0.0428,0.2543,0.01088404,5000,0,0.0
25-35,Female,25k-50k,Rural,Native,Travel,0.05225,0.2332,0.0121847,5000,0,0.0
25-35,Female,25k-50k,Rural,Text,Fashion,0.06398,0.10554,0.0067524492,5000,0,0.0
25-35,Female,25k-50k,Rural,Text,Finance,0.0631666666666666,0.2912,0.0183941333333333,5000,5000,91.97066666666649
25-35,Female,25k-50k,Rural,Text,Food,0.0506375,0.2432375,0.01231693890625,5000,0,0.0
25-35,Female,25k-50k,Rural,Text,Health,0.0504333333333333,0.1347333333333333,0.0067950511111111,5000,0,0.0
25-35,Female,25k-50k,Rural,Text,Technology,0.0568285714285714,0.1789571428571428,0.0101698787755102,5000,0,0.0
25-35,Female,25k-50k,Rural,Text,Travel,0.0493833333333333,0.2129333333333333,0.0105153577777777,5000,0,0.0
25-35,Female,25k-50k,Rural,Video,Fashion,0.0596333333333333,0.2496666666666666,0.0148884555555555,5000,0,0.0
25-35,Female,25k-50k,Rural,Video,Finance,0.0717,0.2251,0.01613967,5000,0,0.0
25-35,Female,25k-50k,Rural,Video,Food,0.0600666666666666,0.2131333333333333,0.0128022088888888,5000,0,0.0
25-35,Female,25k-50k,Rural,Video,Health,0.06264,0.13374,0.0083774736,5000,0,0.0
25-35,Female,25k-50k,Rural,Video,Technology,0.05765,0.15095,0.0087022675,5000,0,0.0
25-35,Female,25k-50k,Rural,Video,Travel,0.050675,0.1748,0.00885799,5000,0,0.0
25-35,Female,25k-50k,Suburban,Banner,Fashion,0.0494,0.1010571428571428,0.0049922228571428,5000,0,0.0
25-35,Female,25k-50k,Suburban,Banner,Finance,0.0479363636363636,0.2130363636363636,0.0102121885950413,5000,0,0.0
25-35,Female,25k-50k,Suburban,Banner,Food,0.0537666666666666,0.1396,0.0075058266666666,5000,0,0.0
25-35,Female,25k-50k,Suburban,Banner,Health,0.04162,0.24044,0.0100071128,5000,0,0.0
25-35,Female,25k-50k,Suburban,Banner,Technology,0.0448,0.3228666666666667,0.0144644266666666,5000,0,0.0
25-35,Female,25k-50k,Suburban,Banner,Travel,0.0502857142857142,0.1894857142857142,0.0095284244897959,5000,0,0.0
25-35,Female,25k-50k,Suburban,Native,Fashion,0.0239,0.293125,0.0070056875,5000,0,0.0
25-35,Female,25k-50k,Suburban,Native,Finance,0.0598666666666666,0.1425666666666666,0.0085349911111111,5000,0,0.0
25-35,Female,25k-50k,Suburban,Native,Food,0.0529999999999999,0.1609833333333333,0.0085321166666666,5000,0,0.0
25-35,Female,25k-50k,Suburban,Native,Health,0.0547285714285714,0.1634571428571428,0.0089457759183673,5000,0,0.0
25-35,Female,25k-50k,Suburban,Native,Technology,0.0491571428571428,0.1041142857142857,0.0051179608163265,5000,0,0.0
25-35,Female,25k-50k,Suburban,Native,Travel,0.067725,0.143225,0.009699913125,5000,0,0.0
25-35,Female,25k-50k,Suburban,Text,Fashion,0.0470166666666666,0.2003,0.0094174383333333,5000,0,0.0
25-35,Female,25k-50k,Suburban,Text,Finance,0.04815,0.274075,0.01319671125,5000,0,0.0
25-35,Female,25k-50k,Suburban,Text,Food,0.068525,0.2603499999999999,0.01784048375,5000,0,0.0
25-35,Female,25k-50k,Suburban,Text,Health,0.0465875,0.23125,0.010773359375,5000,0,0.0
25-35,Female,25k-50k,Suburban,Text,Technology,0.0592375,0.25035,0.014830108125,5000,0,0.0
25-35,Female,25k-50k,Suburban,Text,Travel,0.0459777777777777,0.1900222222222222,0.0087367995061728,5000,0,0.0
25-35,Female,25k-50k,Suburban,Video,Fashion,0.053,0.2292999999999999,0.0121528999999999,5000,0,0.0
25-35,Female,25k-50k,Suburban,Video,Finance,0.0187,0.0271,0.00050677,5000,0,0.0
25-35,Female,25k-50k,Suburban,Video,Food,0.0577,0.3119,0.01799663,5000,0,0.0
25-35,Female,25k-50k,Suburban,Video,Health,0.05764,0.14938,0.0086102632,5000,0,0.0
25-35,Female,25k-50k,Suburban,Video,Technology,0.0646714285714285,0.1905571428571428,0.0123236026530612,5000,0,0.0
25-35,Female,25k-50k,Suburban,Video,Travel,0.03415,0.1718,0.00586697,5000,0,0.0
25-35,Female,25k-50k,Urban,Banner,Fashion,0.0465,0.0156,0.0007254,5000,0,0.0
25-35,Female,25k-50k,Urban,Banner,Finance,0.03868,0.19454,0.0075248072,5000,0,0.0
25-35,Female,25k-50k,Urban,Banner,Food,0.0433,0.29135,0.012615455,5000,0,0.0
25-35,Female,25k-50k,Urban,Banner,Health,0.0328,0.3785,0.0124148,5000,0,0.0
25-35,Female,25k-50k,Urban,Banner,Technology,0.0510571428571428,0.2327428571428571,0.0118831853061224,5000,0,0.0
25-35,Female,25k-50k,Urban,Banner,Travel,0.0588375,0.24165,0.014218081875,5000,0,0.0
25-35,Female,25k-50k,Urban,Native,Fashion,0.0577555555555555,0.2354888888888889,0.0136007916049382,5000,0,0.0
25-35,Female,25k-50k,Urban,Native,Finance,0.0564,0.16825,0.0094893,5000,0,0.0
25-35,Female,25k-50k,Urban,Native,Food,0.0358249999999999,0.2922,0.0104680649999999,5000,0,0.0
25-35,Female,25k-50k,Urban,Native,Health,0.0456,0.10278,0.004686768,5000,0,0.0
25-35,Female,25k-50k,Urban,Native,Technology,0.0465166666666666,0.2674833333333333,0.0124424330555555,5000,0,0.0
25-35,Female,25k-50k,Urban,Native,Travel,0.0517333333333333,0.1462666666666666,0.0075668622222222,5000,0,0.0
25-35,Female,25k-50k,Urban,Text,Fashion,0.0562,0.2030375,0.0114107075,5000,0,0.0
25-35,Female,25k-50k,Urban,Text,Finance,0.0541,0.2058333333333333,0.0111355833333333,5000,0,0.0
25-35,Female,25k-50k,Urban,Text,Food,0.0386399999999999,0.11424,0.0044142335999999,5000,0,0.0
25-35,Female,25k-50k,Urban,Text,Health,0.0406142857142857,0.1908,0.0077492057142857,5000,0,0.0
25-35,Female,25k-50k,Urban,Text,Technology,0.03095,0.281525,0.00871319875,5000,0,0.0
25-35,Female,25k-50k,Urban,Text,Travel,0.0496,0.2065285714285714,0.0102438171428571,5000,0,0.0
25-35,Female,25k-50k,Urban,Video,Fashion,0.06838,0.2824,0.019310512,5000,5000,96.55255999999999
25-35,Female,25k-50k,Urban,Video,Finance,0.0491625,0.17175,0.008443659375,5000,0,0.0
25-35,Female,25k-50k,Urban,Video,Food,0.0368833333333333,0.1581666666666666,0.0058337138888888,5000,0,0.0
25-35,Female,25k-50k,Urban,Video,Health,0.0622,0.119075,0.007406465,5000,0,0.0
25-35,Female,25k-50k,Urban,Video,Technology,0.066,0.1963,0.0129558,5000,0,0.0
25-35,Female,25k-50k,Urban,Video,Travel,0.0428,0.221,0.0094588,5000,0,0.0
25-35,Female,50k-75k,Rural,Banner,Fashion,0.037825,0.2404,0.00909313,5000,0,0.0
25-35,Female,50k-75k,Rural,Banner,Finance,0.0634166666666666,0.2248833333333333,0.0142613513888888,5000,0,0.0
25-35,Female,50k-75k,Rural,Banner,Food,0.0482,0.2376,0.01145232,5000,0,0.0
25-35,Female,50k-75k,Rural,Banner,Health,0.0645333333333333,0.0901,0.0058144533333333,5000,0,0.0
25-35,Female,50k-75k,Rural,Banner,Technology,0.0546875,0.1612875,0.00882041015625,5000,0,0.0
25-35,Female,50k-75k,Rural,Banner,Travel,0.04062,0.14031,0.0056993922,5000,0,0.0
25-35,Female,50k-75k,Rural,Native,Fashion,0.02685,0.2027,0.0054424949999999,5000,0,0.0
25-35,Female,50k-75k,Rural,Native,Finance,0.0567,0.158925,0.0090110475,5000,0,0.0
25-35,Female,50k-75k,Rural,Native,Food,0.0473166666666666,0.1968333333333333,0.0093134972222222,5000,0,0.0
25-35,Female,50k-75k,Rural,Native,Health,0.05682,0.13886,0.0078900252,5000,0,0.0
25-35,Female,50k-75k,Rural,Native,Technology,0.0441,0.2232166666666666,0.0098438549999999,5000,0,0.0
25-35,Female,50k-75k,Rural,Native,Travel,0.05936,0.2252,0.013367872,5000,0,0.0
25-35,Female,50k-75k,Rural,Text,Fashion,0.0412666666666666,0.1658833333333333,0.0068454522222222,5000,0,0.0
25-35,Female,50k-75k,Rural,Text,Finance,0.05195,0.199075,0.01034194625,5000,0,0.0
25-35,Female,50k-75k,Rural,Text,Food,0.04505,0.2696666666666666,0.0121484833333333,5000,0,0.0
25-35,Female,50k-75k,Rural,Text,Health,0.05714,0.2198999999999999,0.012565086,5000,0,0.0
25-35,Female,50k-75k,Rural,Text,Technology,0.04765,0.2151624999999999,0.0102524931249999,5000,0,0.0
25-35,Female,50k-75k,Rural,Text,Travel,0.0592666666666666,0.2186333333333333,0.0129576688888888,5000,0,0.0
25-35,Female,50k-75k,Rural,Video,Fashion,0.0446666666666666,0.2486555555555555,0.0111066148148148,5000,0,0.0
25-35,Female,50k-75k,Rural,Video,Finance,0.0270333333333333,0.1766166666666666,0.0047745372222222,5000,0,0.0
25-35,Female,50k-75k,Rural,Video,Food,0.0558090909090909,0.1979909090909091,0.0110496926446281,5000,0,0.0
25-35,Female,50k-75k,Rural,Video,Health,0.04016,0.23228,0.0093283647999999,5000,0,0.0
25-35,Female,50k-75k,Rural,Video,Technology,0.048425,0.174875,0.008468321875,5000,0,0.0
25-35,Female,50k-75k,Rural,Video,Travel,0.0685,0.1899833333333333,0.0130138583333333,5000,0,0.0
25-35,Female,50k-75k,Suburban,Banner,Fashion,0.0363,0.1906666666666666,0.0069212,5000,0,0.0
25-35,Female,50k-75k,Suburban,Banner,Finance,0.044,0.2064333333333333,0.0090830666666666,5000,0,0.0
25-35,Female,50k-75k,Suburban,Banner,Food,0.0432714285714285,0.2346857142857143,0.0101551861224489,5000,0,0.0
25-35,Female,50k-75k,Suburban,Banner,Health,0.04615,0.151825,0.00700672375,5000,0,0.0
25-35,Female,50k-75k,Suburban,Banner,Technology,0.0566,0.1964428571428571,0.0111186657142857,5000,0,0.0
25-35,Female,50k-75k,Suburban,Banner,Travel,0.0615333333333333,0.1926999999999999,0.0118574733333333,5000,0,0.0
25-35,Female,50k-75k,Suburban,Native,Fashion,0.06186,0.28656,0.0177266016,5000,0,0.0
25-35,Female,50k-75k,Suburban,Native,Finance,0.04292,0.21352,0.0091642784,5000,0,0.0
25-35,Female,50k-75k,Suburban,Native,Food,0.0536,0.1018599999999999,0.005459696,5000,0,0.0
25-35,Female,50k-75k,Suburban,Native,Health,0.05894,0.18227,0.0107429938,5000,0,0.0
25-35,Female,50k-75k,Suburban,Native,Technology,0.0477499999999999,0.1525833333333333,0.0072858541666666,5000,0,0.0
25-35,Female,50k-75k,Suburban,Native,Travel,0.0571888888888888,0.2221333333333333,0.0127035585185185,5000,0,0.0
25-35,Female,50k-75k,Suburban,Text,Fashion,0.0450499999999999,0.144975,0.00653112375,5000,0,0.0
25-35,Female,50k-75k,Suburban,Text,Finance,0.06215,0.18325,0.0113889875,5000,0,0.0
25-35,Female,50k-75k,Suburban,Text,Food,0.0284666666666666,0.2802666666666666,0.0079782577777777,5000,0,0.0
25-35,Female,50k-75k,Suburban,Text,Health,0.05832,0.25254,0.0147281328,5000,0,0.0
25-35,Female,50k-75k,Suburban,Text,Technology,0.0477,0.2228,0.01062756,5000,0,0.0
25-35,Female,50k-75k,Suburban,Text,Travel,0.0575125,0.1798374999999999,0.0103429042187499,5000,0,0.0
25-35,Female,50k-75k,Suburban,Video,Fashion,0.0429499999999999,0.2729333333333333,0.0117224866666666,5000,0,0.0
25-35,Female,50k-75k,Suburban,Video,Finance,0.051525,0.2324999999999999,0.0119795624999999,5000,0,0.0
25-35,Female,50k-75k,Suburban,Video,Food,0.0501285714285714,0.2626285714285714,0.0131651951020408,5000,0,0.0
25-35,Female,50k-75k,Suburban,Video,Health,0.02125,0.3787,0.008047375,5000,0,0.0
25-35,Female,50k-75k,Suburban,Video,Technology,0.0351833333333333,0.1861166666666666,0.0065482047222222,5000,0,0.0
25-35,Female,50k-75k,Suburban,Video,Travel,0.0482333333333333,0.2033333333333333,0.0098074444444444,5000,0,0.0
25-35,Female,50k-75k,Urban,Banner,Fashion,0.04926,0.19707,0.0097076682,5000,0,0.0
25-35,Female,50k-75k,Urban,Banner,Finance,0.0544833333333333,0.1626166666666666,0.0088598980555555,5000,0,0.0
25-35,Female,50k-75k,Urban,Banner,Food,0.0419,0.23526,0.009857394,5000,0,0.0
25-35,Female,50k-75k,Urban,Banner,Health,0.0370777777777777,0.2393555555555555,0.0088747720987654,5000,0,0.0
25-35,Female,50k-75k,Urban,Banner,Technology,0.0418166666666666,0.2315166666666666,0.0096812552777777,5000,0,0.0
25-35,Female,50k-75k,Urban,Banner,Travel,0.0525,0.22612,0.0118713,5000,0,0.0
25-35,Female,50k-75k,Urban,Native,Fashion,0.0476285714285714,0.2309142857142857,0.0109981175510204,5000,0,0.0
25-35,Female,50k-75k,Urban,Native,Finance,0.0487999999999999,0.2901,0.01415688,5000,0,0.0
25-35,Female,50k-75k,Urban,Native,Food,0.0576428571428571,0.1564,0.0090153428571428,5000,0,0.0
25-35,Female,50k-75k,Urban,Native,Health,0.04638,0.156,0.0072352799999999,5000,0,0.0
25-35,Female,50k-75k,Urban,Native,Technology,0.0487714285714285,0.2455,0.0119733857142857,5000,0,0.0
25-35,Female,50k-75k,Urban,Native,Travel,0.0351999999999999,0.117775,0.00414568,5000,0,0.0
25-35,Female,50k-75k,Urban,Text,Fashion,0.03295,0.1883,0.006204485,5000,0,0.0
25-35,Female,50k-75k,Urban,Text,Finance,0.0500333333333333,0.1872666666666666,0.0093695755555555,5000,0,0.0
25-35,Female,50k-75k,Urban,Text,Food,0.0529,0.3501,0.01852029,5000,5000,92.60144999999999
25-35,Female,50k-75k,Urban,Text,Health,0.0391333333333333,0.2269666666666666,0.0088819622222222,5000,0,0.0
25-35,Female,50k-75k,Urban,Text,Technology,0.06432,0.18636,0.0119866752,5000,0,0.0
25-35,Female,50k-75k,Urban,Text,Travel,0.0401833333333333,0.2156666666666666,0.0086662055555555,5000,0,0.0
25-35,Female,50k-75k,Urban,Video,Fashion,0.05205,0.27215,0.0141654075,5000,0,0.0
25-35,Female,50k-75k,Urban,Video,Finance,0.0503083333333333,0.1736166666666666,0.0087343651388888,5000,0,0.0
25-35,Female,50k-75k,Urban,Video,Food,0.0403,0.27808,0.011206624,5000,0,0.0
25-35,Female,50k-75k,Urban,Video,Health,0.0548142857142857,0.2114714285714285,0.0115916553061224,5000,0,0.0
25-35,Female,50k-75k,Urban,Video,Technology,0.0378333333333333,0.1704666666666666,0.0064493222222222,5000,0,0.0
25-35,Female,50k-75k,Urban,Video,Travel,0.0432666666666666,0.1344666666666666,0.0058179244444444,5000,0,0.0
25-35,Female,75k-100k,Rural,Banner,Finance,0.0448,0.1609,0.0072083199999999,5000,0,0.0
25-35,Female,75k-100k,Rural,Banner,Food,0.052925,0.1813374999999999,0.0095972871875,5000,0,0.0
25-35,Female,75k-100k,Rural,Banner,Health,0.07115,0.1354,0.00963371,5000,0,0.0
25-35,Female,75k-100k,Rural,Banner,Travel,0.0536,0.1972,0.01056992,5000,0,0.0
25-35,Female,75k-100k,Rural,Native,Fashion,0.0954,0.0189,0.00180306,5000,0,0.0
25-35,Female,75k-100k,Rural,Native,Food,0.0829,0.19485,0.016153065,5000,0,0.0
25-35,Female,75k-100k,Rural,Native,Technology,0.0382,0.1887,0.00720834,5000,0,0.0
25-35,Female,75k-100k,Rural,Native,Travel,0.0469,0.2784999999999999,0.0130616499999999,5000,0,0.0
25-35,Female,75k-100k,Rural,Text,Fashion,0.0565666666666666,0.2165,0.0122466833333333,5000,0,0.0
25-35,Female,75k-100k,Rural,Text,Finance,0.0525,0.328,0.01722,5000,0,0.0
25-35,Female,75k-100k,Rural,Text,Health,0.0335,0.3047,0.01020745,5000,0,0.0
25-35,Female,75k-100k,Rural,Text,Technology,0.0671,0.1491,0.01000461,5000,0,0.0
25-35,Female,75k-100k,Rural,Text,Travel,0.0586,0.1672,0.00979792,5000,0,0.0
25-35,Female,75k-100k,Rural,Video,Fashion,0.0321,0.1412,0.0045325199999999,5000,0,0.0
25-35,Female,75k-100k,Rural,Video,Finance,0.0167,0.127,0.0021208999999999,5000,0,0.0
25-35,Female,75k-100k,Rural,Video,Food,0.0709,0.3224,0.02285816,5000,5000,114.29079999999999
25-35,Female,75k-100k,Rural,Video,Health,0.0841,0.0905,0.0076110499999999,5000,0,0.0
25-35,Female,75k-100k,Rural,Video,Technology,0.0684,0.1644,0.01124496,5000,0,0.0
25-35,Female,75k-100k,Rural,Video,Travel,0.02835,0.21935,0.0062185725,5000,0,0.0
25-35,Female,75k-100k,Suburban,Banner,Fashion,0.041675,0.218575,0.009109113125,5000,0,0.0
25-35,Female,75k-100k,Suburban,Banner,Finance,0.057925,0.1838,0.010646615,5000,0,0.0
25-35,Female,75k-100k,Suburban,Banner,Food,0.0451,0.1704,0.00768504,5000,0,0.0
25-35,Female,75k-100k,Suburban,Banner,Health,0.0482999999999999,0.2345499999999999,0.0113287649999999,5000,0,0.0
25-35,Female,75k-100k,Suburban,Banner,Travel,0.0360333333333333,0.2394333333333333,0.0086275811111111,5000,0,0.0
25-35,Female,75k-100k,Suburban,Native,Finance,0.0626333333333333,0.1896,0.0118752799999999,5000,0,0.0
25-35,Female,75k-100k,Suburban,Native,Food,0.0372,0.2699499999999999,0.01004214,5000,0,0.0
25-35,Female,75k-100k,Suburban,Native,Health,0.0468,0.19705,0.00922194,5000,0,0.0
25-35,Female,75k-100k,Suburban,Native,Technology,0.0221,0.1877,0.00414817,5000,0,0.0
25-35,Female,75k-100k,Suburban,Native,Travel,0.0551333333333333,0.19335,0.01066003,5000,0,0.0
25-35,Female,75k-100k,Suburban,Text,Fashion,0.0605,0.27695,0.016755475,5000,0,0.0
25-35,Female,75k-100k,Suburban,Text,Finance,0.0444,0.3053,0.01355532,5000,0,0.0
25-35,Female,75k-100k,Suburban,Text,Food,0.0284,0.1682,0.00477688,5000,0,0.0
25-35,Female,75k-100k,Suburban,Text,Health,0.0716666666666666,0.2850999999999999,0.0204321666666666,5000,5000,102.16083333333299
25-35,Female,75k-100k,Suburban,Video,Fashion,0.0458,0.26325,0.01205685,5000,0,0.0
25-35,Female,75k-100k,Suburban,Video,Finance,0.0766666666666666,0.3325,0.0254916666666666,5000,5000,127.458333333333
25-35,Female,75k-100k,Suburban,Video,Health,0.0424,0.1866333333333333,0.0079132533333333,5000,0,0.0
25-35,Female,75k-100k,Suburban,Video,Technology,0.0383,0.099,0.0037917,5000,0,0.0
25-35,Female,75k-100k,Suburban,Video,Travel,0.03915,0.20885,0.0081764775,5000,0,0.0
25-35,Female,75k-100k,Urban,Banner,Fashion,0.05695,0.21295,0.0121275025,5000,0,0.0
25-35,Female,75k-100k,Urban,Banner,Finance,0.0301,0.17175,0.005169675,5000,0,0.0
25-35,Female,75k-100k,Urban,Banner,Food,0.04525,0.2802,0.0126790499999999,5000,0,0.0
25-35,Female,75k-100k,Urban,Banner,Health,0.0461,0.1205,0.00555505,5000,0,0.0
25-35,Female,75k-100k,Urban,Banner,Technology,0.0504,0.06555,0.00330372,5000,0,0.0
25-35,Female,75k-100k,Urban,Banner,Travel,0.07325,0.31375,0.0229821874999999,5000,5000,114.9109374999995
25-35,Female,75k-100k,Urban,Native,Fashion,0.0783,0.1955,0.0153076499999999,5000,0,0.0
25-35,Female,75k-100k,Urban,Native,Finance,0.0362,0.194,0.0070228,5000,0,0.0
25-35,Female,75k-100k,Urban,Native,Health,0.0511,0.3843,0.01963773,5000,5000,98.18865
25-35,Female,75k-100k,Urban,Native,Technology,0.0535333333333333,0.2728333333333333,0.0146056777777777,5000,0,0.0
25-35,Female,75k-100k,Urban,Native,Travel,0.05435,0.13505,0.0073399675,5000,0,0.0
